id,label
457,ship
458,ship
459,airplane
460,automobile
461,automobile
462,frog
463,truck
464,truck
465,ship
466,cat
467,ship
468,bird
469,airplane
470,bird
471,cat
472,ship
473,ship
474,ship
475,deer
476,dog
477,automobile
478,dog
479,airplane
480,ship
481,ship
482,ship
483,dog
484,ship
485,cat
486,bird
487,cat
488,bird
489,ship
490,airplane
491,automobile
492,frog
493,frog
494,deer
495,automobile
496,bird
497,automobile
498,truck
499,truck
500,automobile
501,ship
502,dog
503,bird
504,ship
505,dog
506,ship
507,cat
508,automobile
509,automobile
510,deer
511,airplane
512,automobile
513,cat
514,deer
515,ship
516,automobile
517,airplane
518,ship
519,automobile
520,automobile
521,airplane
522,dog
523,airplane
524,automobile
525,automobile
526,bird
527,bird
528,cat
529,automobile
530,bird
531,bird
532,ship
533,airplane
534,ship
535,ship
536,bird
537,airplane
538,automobile
539,automobile
540,frog
541,truck
542,airplane
543,airplane
544,cat
545,cat
546,airplane
547,ship
548,dog
549,dog
550,horse
551,bird
552,automobile
553,horse
554,bird
555,ship
556,automobile
557,cat
558,ship
559,automobile
560,airplane
561,frog
562,cat
563,ship
564,automobile
565,bird
566,bird
567,deer
568,airplane
569,frog
570,automobile
571,automobile
572,ship
573,deer
574,ship
575,frog
576,ship
577,truck
578,airplane
579,airplane
580,ship
581,frog
582,airplane
583,automobile
584,ship
585,deer
586,bird
587,dog
588,truck
589,airplane
590,ship
591,airplane
592,automobile
593,automobile
594,ship
595,ship
596,bird
597,horse
598,truck
599,automobile
600,deer
601,automobile
602,frog
603,automobile
604,ship
605,automobile
606,truck
607,bird
608,airplane
609,horse
610,truck
611,bird
612,airplane
613,automobile
614,airplane
615,cat
616,ship
617,automobile
618,cat
619,automobile
620,airplane
621,ship
622,airplane
623,cat
624,ship
625,truck
626,truck
627,bird
628,truck
629,bird
630,cat
631,airplane
632,bird
633,cat
634,truck
635,deer
636,ship
637,airplane
638,frog
639,airplane
640,cat
641,deer
642,truck
643,automobile
644,deer
645,ship
646,automobile
647,airplane
648,ship
649,automobile
650,airplane
651,automobile
652,cat
653,ship
654,cat
655,ship
656,bird
657,deer
658,deer
659,airplane
660,automobile
661,airplane
662,airplane
663,bird
664,airplane
665,truck
666,ship
667,airplane
668,automobile
669,ship
670,cat
671,bird
672,cat
673,automobile
674,dog
675,horse
676,automobile
677,airplane
678,automobile
679,airplane
680,automobile
681,ship
682,ship
683,airplane
684,airplane
685,bird
686,deer
687,bird
688,bird
689,deer
690,bird
691,ship
692,ship
693,airplane
694,deer
695,ship
696,truck
697,truck
698,automobile
699,airplane
700,automobile
701,ship
702,cat
703,bird
704,airplane
705,cat
706,bird
707,bird
708,cat
709,ship
710,automobile
711,automobile
712,automobile
713,ship
714,ship
715,truck
716,deer
717,bird
718,airplane
719,cat
720,dog
721,ship
722,airplane
723,dog
724,dog
725,bird
726,ship
727,dog
728,deer
729,bird
730,deer
731,ship
732,cat
733,automobile
734,airplane
735,automobile
736,automobile
737,ship
738,cat
739,dog
740,cat
741,airplane
742,airplane
743,frog
744,cat
745,bird
746,bird
747,bird
748,ship
749,ship
750,ship
751,automobile
752,airplane
753,automobile
754,ship
755,ship
756,ship
757,bird
758,bird
759,truck
760,ship
761,automobile
762,automobile
763,bird
764,dog
765,airplane
766,ship
767,deer
768,ship
769,bird
770,bird
771,airplane
772,ship
773,cat
774,cat
775,airplane
776,automobile
777,dog
778,cat
779,airplane
780,horse
781,ship
782,bird
783,automobile
784,truck
785,bird
786,bird
787,deer
788,dog
789,airplane
790,truck
791,deer
792,automobile
793,cat
794,airplane
795,cat
796,ship
797,bird
798,airplane
799,deer
800,airplane
801,airplane
802,bird
803,automobile
804,automobile
805,ship
806,frog
807,frog
808,ship
809,ship
810,airplane
811,truck
812,airplane
813,bird
814,airplane
815,airplane
816,truck
817,ship
818,ship
819,cat
820,deer
821,ship
822,ship
823,automobile
824,deer
825,airplane
826,automobile
827,cat
828,automobile
829,bird
830,airplane
831,automobile
832,bird
833,airplane
834,airplane
835,ship
836,deer
837,ship
838,ship
839,automobile
840,bird
841,airplane
842,airplane
843,airplane
844,automobile
845,dog
846,automobile
847,automobile
848,airplane
849,automobile
850,ship
851,deer
852,bird
853,automobile
854,bird
855,dog
856,airplane
857,ship
858,frog
859,dog
860,airplane
861,automobile
862,automobile
863,airplane
864,airplane
865,ship
866,ship
867,bird
868,bird
869,airplane
870,automobile
871,bird
872,horse
873,ship
874,airplane
875,truck
876,bird
877,deer
878,ship
879,airplane
880,automobile
881,ship
882,ship
883,ship
884,truck
885,airplane
886,ship
887,truck
888,ship
889,airplane
890,horse
891,bird
892,ship
893,airplane
894,automobile
895,automobile
896,ship
897,airplane
898,automobile
899,cat
900,airplane
901,cat
902,dog
903,automobile
904,frog
905,deer
906,airplane
907,frog
908,dog
909,dog
910,deer
911,ship
912,airplane
913,deer
914,automobile
915,truck
916,ship
917,bird
918,dog
919,automobile
920,dog
921,airplane
922,ship
923,airplane
924,ship
925,horse
926,frog
927,automobile
928,bird
929,ship
930,automobile
931,bird
932,ship
933,bird
934,bird
935,deer
936,ship
937,airplane
938,automobile
939,automobile
940,deer
941,airplane
942,ship
943,automobile
944,airplane
945,dog
946,airplane
947,ship
948,ship
949,automobile
950,airplane
951,bird
952,cat
953,cat
954,cat
955,automobile
956,truck
957,bird
958,bird
959,automobile
960,cat
961,automobile
962,ship
963,bird
964,frog
965,cat
966,cat
967,cat
968,frog
969,ship
970,truck
971,frog
972,ship
973,airplane
974,automobile
975,frog
976,deer
977,airplane
978,truck
979,truck
980,cat
981,ship
982,airplane
983,bird
984,ship
985,airplane
986,frog
987,bird
988,ship
989,ship
990,cat
991,automobile
992,ship
993,ship
994,frog
995,bird
996,bird
997,truck
998,airplane
999,truck
1000,ship
1001,bird
1002,frog
1003,deer
1004,bird
1005,ship
1006,bird
1007,ship
1008,ship
1009,automobile
1010,dog
1011,cat
1012,airplane
1013,ship
1014,airplane
1015,ship
1016,horse
1017,ship
1018,bird
1019,ship
1020,deer
1021,dog
1022,bird
1023,ship
1024,automobile
1025,ship
1026,deer
1027,airplane
1028,deer
1029,cat
1030,ship
1031,horse
1032,airplane
1033,bird
1034,cat
1035,cat
1036,airplane
1037,airplane
1038,automobile
1039,cat
1040,bird
1041,automobile
1042,bird
1043,dog
1044,airplane
1045,ship
1046,ship
1047,ship
1048,airplane
1049,airplane
1050,bird
1051,bird
1052,airplane
1053,truck
1054,airplane
1055,bird
1056,automobile
1057,airplane
1058,bird
1059,bird
1060,horse
1061,bird
1062,frog
1063,truck
1064,automobile
1065,bird
1066,automobile
1067,airplane
1068,bird
1069,bird
1070,dog
1071,ship
1072,ship
1073,automobile
1074,ship
1075,ship
1076,truck
1077,ship
1078,frog
1079,cat
1080,dog
1081,bird
1082,truck
1083,ship
1084,airplane
1085,ship
1086,ship
1087,automobile
1088,deer
1089,bird
1090,ship
1091,ship
1092,automobile
1093,automobile
1094,dog
1095,airplane
1096,automobile
1097,ship
1098,ship
1099,frog
1100,automobile
1101,dog
1102,airplane
1103,ship
1104,dog
1105,cat
1106,bird
1107,airplane
1108,ship
1109,truck
1110,deer
1111,frog
1112,horse
1113,ship
1114,frog
1115,bird
1116,cat
1117,ship
1118,airplane
1119,dog
1120,cat
1121,truck
1122,bird
1123,airplane
1124,ship
1125,airplane
1126,dog
1127,cat
1128,ship
1129,automobile
1130,cat
1131,cat
1132,automobile
1133,cat
1134,automobile
1135,automobile
1136,ship
1137,automobile
1138,automobile
1139,horse
1140,horse
1141,automobile
1142,cat
1143,horse
1144,airplane
1145,automobile
1146,airplane
1147,automobile
1148,ship
1149,automobile
1150,airplane
1151,ship
1152,ship
1153,bird
1154,ship
1155,horse
1156,cat
1157,dog
1158,automobile
1159,automobile
1160,airplane
1161,dog
1162,cat
1163,deer
1164,frog
1165,ship
1166,airplane
1167,airplane
1168,automobile
1169,airplane
1170,automobile
1171,ship
1172,automobile
1173,airplane
1174,bird
1175,automobile
1176,deer
1177,deer
1178,automobile
1179,dog
1180,ship
1181,ship
1182,airplane
1183,automobile
1184,deer
1185,automobile
1186,airplane
1187,bird
1188,bird
1189,airplane
1190,automobile
1191,ship
1192,cat
1193,automobile
1194,airplane
1195,truck
1196,ship
1197,horse
1198,airplane
1199,frog
1200,frog
1201,automobile
1202,dog
1203,ship
1204,automobile
1205,ship
1206,cat
1207,bird
1208,airplane
1209,ship
1210,frog
1211,horse
1212,cat
1213,frog
1214,truck
1215,ship
1216,automobile
1217,bird
1218,airplane
1219,airplane
1220,automobile
1221,ship
1222,automobile
1223,automobile
1224,airplane
1225,cat
1226,automobile
1227,automobile
1228,cat
1229,frog
1230,cat
1231,ship
1232,dog
1233,automobile
1234,automobile
1235,automobile
1236,ship
1237,airplane
1238,bird
1239,dog
1240,airplane
1241,airplane
1242,airplane
1243,airplane
1244,airplane
1245,truck
1246,ship
1247,airplane
1248,bird
1249,ship
1250,automobile
1251,truck
1252,ship
1253,airplane
1254,airplane
1255,automobile
1256,automobile
1257,ship
1258,airplane
1259,airplane
1260,truck
1261,cat
1262,frog
1263,airplane
1264,bird
1265,truck
1266,automobile
1267,cat
1268,ship
1269,frog
1270,dog
1271,bird
1272,airplane
1273,ship
1274,ship
1275,airplane
1276,automobile
1277,deer
1278,airplane
1279,bird
1280,bird
1281,ship
1282,airplane
1283,ship
1284,bird
1285,truck
1286,airplane
1287,deer
1288,horse
1289,cat
1290,frog
1291,truck
1292,frog
1293,bird
1294,automobile
1295,automobile
1296,airplane
1297,bird
1298,deer
1299,ship
1300,automobile
1301,automobile
1302,ship
1303,dog
1304,airplane
1305,frog
1306,automobile
1307,automobile
1308,bird
1309,dog
1310,airplane
1311,truck
1312,bird
1313,automobile
1314,airplane
1315,bird
1316,automobile
1317,cat
1318,automobile
1319,dog
1320,automobile
1321,cat
1322,deer
1323,dog
1324,dog
1325,dog
1326,deer
1327,dog
1328,ship
1329,frog
1330,ship
1331,automobile
1332,ship
1333,frog
1334,truck
1335,airplane
1336,cat
1337,dog
1338,deer
1339,automobile
1340,dog
1341,automobile
1342,airplane
1343,airplane
1344,airplane
1345,automobile
1346,dog
1347,ship
1348,airplane
1349,automobile
1350,airplane
1351,bird
1352,airplane
1353,cat
1354,dog
1355,ship
1356,cat
1357,airplane
1358,automobile
1359,dog
1360,airplane
1361,dog
1362,automobile
1363,cat
1364,ship
1365,airplane
1366,airplane
1367,automobile
1368,frog
1369,airplane
1370,automobile
1371,cat
1372,airplane
1373,airplane
1374,dog
1375,ship
1376,ship
1377,ship
1378,deer
1379,airplane
1380,airplane
1381,cat
1382,automobile
1383,dog
1384,frog
1385,truck
1386,deer
1387,ship
1388,deer
1389,ship
1390,cat
1391,airplane
1392,automobile
1393,automobile
1394,airplane
1395,bird
1396,cat
1397,ship
1398,automobile
1399,airplane
1400,bird
1401,truck
1402,airplane
1403,deer
1404,automobile
1405,bird
1406,deer
1407,airplane
1408,airplane
1409,airplane
1410,ship
1411,automobile
1412,automobile
1413,automobile
1414,airplane
1415,truck
1416,cat
1417,ship
1418,cat
1419,dog
1420,bird
1421,truck
1422,ship
1423,automobile
1424,airplane
1425,deer
1426,automobile
1427,cat
1428,automobile
1429,bird
1430,cat
1431,bird
1432,automobile
1433,truck
1434,ship
1435,frog
1436,ship
1437,cat
1438,automobile
1439,truck
1440,automobile
1441,ship
1442,ship
1443,frog
1444,bird
1445,truck
1446,frog
1447,deer
1448,deer
1449,automobile
1450,ship
1451,airplane
1452,ship
1453,deer
1454,cat
1455,bird
1456,bird
1457,airplane
1458,cat
1459,bird
1460,automobile
1461,deer
1462,frog
1463,automobile
1464,bird
1465,airplane
1466,airplane
1467,truck
1468,bird
1469,ship
1470,airplane
1471,dog
1472,bird
1473,airplane
1474,cat
1475,automobile
1476,truck
1477,bird
1478,automobile
1479,automobile
1480,bird
1481,ship
1482,automobile
1483,automobile
1484,automobile
1485,airplane
1486,ship
1487,automobile
1488,cat
1489,ship
1490,deer
1491,airplane
1492,airplane
1493,bird
1494,ship
1495,airplane
1496,bird
1497,bird
1498,cat
1499,ship
1500,truck
1501,deer
1502,bird
1503,airplane
1504,automobile
1505,deer
1506,dog
1507,airplane
1508,ship
1509,ship
1510,deer
1511,automobile
1512,bird
1513,airplane
1514,bird
1515,ship
1516,automobile
1517,truck
1518,dog
1519,airplane
1520,ship
1521,ship
1522,automobile
1523,automobile
1524,ship
1525,frog
1526,airplane
1527,ship
1528,bird
1529,bird
1530,ship
1531,frog
1532,ship
1533,deer
1534,frog
1535,airplane
1536,ship
1537,automobile
1538,deer
1539,ship
1540,truck
1541,airplane
1542,truck
1543,airplane
1544,deer
1545,truck
1546,ship
1547,cat
1548,automobile
1549,deer
1550,bird
1551,airplane
1552,truck
1553,frog
1554,bird
1555,deer
1556,cat
1557,bird
1558,bird
1559,frog
1560,airplane
1561,cat
1562,deer
1563,dog
1564,ship
1565,horse
1566,airplane
1567,ship
1568,deer
1569,ship
1570,dog
1571,truck
1572,ship
1573,automobile
1574,airplane
1575,cat
1576,frog
1577,truck
1578,ship
1579,automobile
1580,ship
1581,bird
1582,ship
1583,ship
1584,ship
1585,bird
1586,bird
1587,horse
1588,ship
1589,bird
1590,airplane
1591,ship
1592,frog
1593,cat
1594,deer
1595,cat
1596,automobile
1597,airplane
1598,bird
1599,ship
1600,airplane
1601,ship
1602,automobile
1603,dog
1604,airplane
1605,bird
1606,airplane
1607,ship
1608,bird
1609,cat
1610,frog
1611,bird
1612,truck
1613,dog
1614,automobile
1615,bird
1616,airplane
1617,airplane
1618,deer
1619,automobile
1620,truck
1621,dog
1622,ship
1623,automobile
1624,ship
1625,automobile
1626,ship
1627,cat
1628,bird
1629,deer
1630,cat
1631,automobile
1632,cat
1633,airplane
1634,deer
1635,truck
1636,ship
1637,cat
1638,cat
1639,ship
1640,airplane
1641,automobile
1642,airplane
1643,bird
1644,horse
1645,ship
1646,cat
1647,cat
1648,ship
1649,bird
1650,automobile
1651,frog
1652,horse
1653,airplane
1654,dog
1655,truck
1656,bird
1657,automobile
1658,frog
1659,automobile
1660,automobile
1661,airplane
1662,automobile
1663,airplane
1664,ship
1665,dog
1666,ship
1667,frog
1668,ship
1669,ship
1670,automobile
1671,ship
1672,bird
1673,bird
1674,deer
1675,truck
1676,ship
1677,cat
1678,airplane
1679,bird
1680,cat
1681,bird
1682,ship
1683,truck
1684,ship
1685,automobile
1686,dog
1687,airplane
1688,airplane
1689,ship
1690,frog
1691,automobile
1692,airplane
1693,ship
1694,automobile
1695,airplane
1696,airplane
1697,ship
1698,automobile
1699,cat
1700,airplane
1701,frog
1702,frog
1703,airplane
1704,bird
1705,cat
1706,bird
1707,automobile
1708,dog
1709,airplane
1710,truck
1711,horse
1712,cat
1713,truck
1714,ship
1715,ship
1716,deer
1717,deer
1718,automobile
1719,ship
1720,airplane
1721,automobile
1722,truck
1723,ship
1724,airplane
1725,automobile
1726,ship
1727,cat
1728,ship
1729,cat
1730,automobile
1731,truck
1732,automobile
1733,airplane
1734,automobile
1735,ship
1736,truck
1737,bird
1738,cat
1739,bird
1740,bird
1741,airplane
1742,ship
1743,bird
1744,cat
1745,bird
1746,automobile
1747,automobile
1748,bird
1749,cat
1750,automobile
1751,automobile
1752,bird
1753,cat
1754,automobile
1755,ship
1756,truck
1757,automobile
1758,automobile
1759,bird
1760,airplane
1761,airplane
1762,ship
1763,bird
1764,bird
1765,automobile
1766,airplane
1767,ship
1768,automobile
1769,airplane
1770,bird
1771,frog
1772,automobile
1773,frog
1774,cat
1775,deer
1776,deer
1777,ship
1778,ship
1779,frog
1780,bird
1781,truck
1782,airplane
1783,frog
1784,bird
1785,deer
1786,truck
1787,automobile
1788,automobile
1789,bird
1790,cat
1791,dog
1792,truck
1793,bird
1794,automobile
1795,automobile
1796,airplane
1797,bird
1798,airplane
1799,cat
1800,ship
1801,dog
1802,cat
1803,bird
1804,cat
1805,ship
1806,frog
1807,cat
1808,frog
1809,deer
1810,automobile
1811,cat
1812,horse
1813,truck
1814,dog
1815,truck
1816,bird
1817,cat
1818,bird
1819,ship
1820,dog
1821,cat
1822,airplane
1823,cat
1824,ship
1825,automobile
1826,cat
1827,bird
1828,deer
1829,bird
1830,frog
1831,frog
1832,airplane
1833,ship
1834,truck
1835,bird
1836,cat
1837,horse
1838,airplane
1839,airplane
1840,bird
1841,bird
1842,automobile
1843,cat
1844,horse
1845,bird
1846,truck
1847,cat
1848,automobile
1849,airplane
1850,automobile
1851,airplane
1852,truck
1853,automobile
1854,ship
1855,dog
1856,ship
1857,automobile
1858,horse
1859,bird
1860,frog
1861,ship
1862,automobile
1863,dog
1864,automobile
1865,airplane
1866,ship
1867,bird
1868,ship
1869,airplane
1870,deer
1871,bird
1872,airplane
1873,deer
1874,airplane
1875,automobile
1876,ship
1877,cat
1878,bird
1879,dog
1880,automobile
1881,deer
1882,automobile
1883,airplane
1884,ship
1885,ship
1886,frog
1887,automobile
1888,deer
1889,cat
1890,airplane
1891,truck
1892,automobile
1893,automobile
1894,ship
1895,airplane
1896,bird
1897,dog
1898,deer
1899,automobile
1900,ship
1901,truck
1902,cat
1903,dog
1904,automobile
1905,automobile
1906,ship
1907,ship
1908,cat
1909,truck
1910,truck
1911,automobile
1912,horse
1913,automobile
1914,automobile
1915,truck
1916,ship
1917,deer
1918,cat
1919,frog
1920,ship
1921,ship
1922,ship
1923,automobile
1924,ship
1925,frog
1926,airplane
1927,bird
1928,ship
1929,dog
1930,deer
1931,airplane
1932,airplane
1933,automobile
1934,airplane
1935,automobile
1936,ship
1937,cat
1938,ship
1939,frog
1940,ship
1941,automobile
1942,truck
1943,frog
1944,deer
1945,frog
1946,bird
1947,airplane
1948,airplane
1949,ship
1950,cat
1951,airplane
1952,bird
1953,deer
1954,deer
1955,horse
1956,cat
1957,automobile
1958,airplane
1959,ship
1960,airplane
1961,truck
1962,ship
1963,ship
1964,bird
1965,automobile
1966,ship
1967,automobile
1968,automobile
1969,ship
1970,ship
1971,automobile
1972,bird
1973,automobile
1974,dog
1975,airplane
1976,bird
1977,airplane
1978,automobile
1979,airplane
1980,airplane
1981,airplane
1982,dog
1983,automobile
1984,bird
1985,frog
1986,ship
1987,cat
1988,airplane
1989,bird
1990,airplane
1991,cat
1992,horse
1993,ship
1994,automobile
1995,ship
1996,cat
1997,automobile
1998,ship
1999,bird
2000,automobile
2001,deer
2002,ship
2003,ship
2004,ship
2005,airplane
2006,deer
2007,automobile
2008,bird
2009,bird
2010,automobile
2011,bird
2012,cat
2013,horse
2014,ship
2015,cat
2016,cat
2017,bird
2018,airplane
2019,ship
2020,bird
2021,bird
2022,cat
2023,airplane
2024,automobile
2025,airplane
2026,ship
2027,deer
2028,cat
2029,bird
2030,automobile
2031,airplane
2032,bird
2033,ship
2034,bird
2035,ship
2036,airplane
2037,automobile
2038,dog
2039,frog
2040,airplane
2041,airplane
2042,frog
2043,ship
2044,airplane
2045,airplane
2046,cat
2047,ship
2048,dog
2049,ship
2050,cat
2051,horse
2052,deer
2053,cat
2054,automobile
2055,airplane
2056,cat
2057,automobile
2058,cat
2059,bird
2060,ship
2061,airplane
2062,frog
2063,airplane
2064,deer
2065,cat
2066,truck
2067,automobile
2068,truck
2069,bird
2070,deer
2071,automobile
2072,dog
2073,bird
2074,deer
2075,airplane
2076,airplane
2077,truck
2078,airplane
2079,automobile
2080,dog
2081,cat
2082,bird
2083,truck
2084,frog
2085,dog
2086,horse
2087,automobile
2088,dog
2089,truck
2090,ship
2091,bird
2092,automobile
2093,ship
2094,ship
2095,ship
2096,automobile
2097,truck
2098,cat
2099,deer
2100,airplane
2101,truck
2102,bird
2103,ship
2104,cat
2105,airplane
2106,automobile
2107,ship
2108,bird
2109,frog
2110,cat
2111,bird
2112,cat
2113,automobile
2114,automobile
2115,truck
2116,automobile
2117,airplane
2118,airplane
2119,truck
2120,airplane
2121,ship
2122,automobile
2123,ship
2124,dog
2125,automobile
2126,airplane
2127,airplane
2128,airplane
2129,ship
2130,cat
2131,deer
2132,airplane
2133,automobile
2134,ship
2135,frog
2136,ship
2137,bird
2138,frog
2139,dog
2140,automobile
2141,bird
2142,deer
2143,bird
2144,ship
2145,truck
2146,airplane
2147,ship
2148,ship
2149,automobile
2150,truck
2151,ship
2152,airplane
2153,truck
2154,automobile
2155,ship
2156,horse
2157,automobile
2158,ship
2159,truck
2160,automobile
2161,frog
2162,automobile
2163,automobile
2164,ship
2165,automobile
2166,ship
2167,truck
2168,frog
2169,dog
2170,cat
2171,truck
2172,ship
2173,ship
2174,horse
2175,dog
2176,dog
2177,bird
2178,airplane
2179,automobile
2180,cat
2181,ship
2182,ship
2183,automobile
2184,ship
2185,bird
2186,automobile
2187,ship
2188,airplane
2189,frog
2190,automobile
2191,automobile
2192,ship
2193,bird
2194,ship
2195,dog
2196,ship
2197,deer
2198,automobile
2199,airplane
2200,ship
2201,bird
2202,airplane
2203,dog
2204,ship
2205,horse
2206,ship
2207,truck
2208,cat
2209,airplane
2210,deer
2211,deer
2212,airplane
2213,airplane
2214,ship
2215,automobile
2216,ship
2217,ship
2218,ship
2219,automobile
2220,automobile
2221,truck
2222,automobile
2223,ship
2224,deer
2225,dog
2226,automobile
2227,ship
2228,ship
2229,dog
2230,automobile
2231,cat
2232,cat
2233,ship
2234,airplane
2235,bird
2236,cat
2237,frog
2238,truck
2239,ship
2240,automobile
2241,airplane
2242,horse
2243,truck
2244,cat
2245,deer
2246,ship
2247,frog
2248,bird
2249,frog
2250,airplane
2251,frog
2252,dog
2253,cat
2254,airplane
2255,automobile
2256,frog
2257,bird
2258,cat
2259,automobile
2260,automobile
2261,airplane
2262,ship
2263,cat
2264,automobile
2265,bird
2266,airplane
2267,airplane
2268,airplane
2269,truck
2270,ship
2271,ship
2272,airplane
2273,automobile
2274,ship
2275,horse
2276,ship
2277,truck
2278,ship
2279,bird
2280,automobile
2281,frog
2282,ship
2283,bird
2284,ship
2285,ship
2286,ship
2287,truck
2288,ship
2289,ship
2290,ship
2291,cat
2292,automobile
2293,automobile
2294,automobile
2295,bird
2296,automobile
2297,bird
2298,deer
2299,ship
2300,cat
2301,automobile
2302,horse
2303,airplane
2304,ship
2305,bird
2306,bird
2307,bird
2308,cat
2309,ship
2310,ship
2311,ship
2312,automobile
2313,dog
2314,bird
2315,truck
2316,ship
2317,automobile
2318,airplane
2319,deer
2320,bird
2321,airplane
2322,ship
2323,bird
2324,automobile
2325,ship
2326,bird
2327,ship
2328,automobile
2329,truck
2330,bird
2331,ship
2332,ship
2333,bird
2334,ship
2335,frog
2336,automobile
2337,frog
2338,airplane
2339,airplane
2340,automobile
2341,bird
2342,airplane
2343,automobile
2344,automobile
2345,bird
2346,automobile
2347,ship
2348,ship
2349,ship
2350,bird
2351,automobile
2352,frog
2353,deer
2354,airplane
2355,deer
2356,bird
2357,horse
2358,bird
2359,airplane
2360,airplane
2361,ship
2362,automobile
2363,automobile
2364,frog
2365,cat
